run,algo,round,alpha,num_clients,seed,accuracy,f1,auc,time
fedavg_alpha1.0_c10_seed42,fedavg,1,1.0,10,42,0.4332014930750794,0.29427989890003814,0.41706849511918176,4.594007730484009
fedavg_alpha1.0_c10_seed42,fedavg,2,1.0,10,42,0.4879259978724699,0.330641137939241,0.49371202125672237,5.704816818237305
fedavg_alpha1.0_c10_seed42,fedavg,3,1.0,10,42,0.6304768704982748,0.5286470727473501,0.5680211656479679,4.681863069534302
fedavg_alpha1.0_c10_seed42,fedavg,4,1.0,10,42,0.7999379948978923,0.7439662459244584,0.5864302996938148,4.85930323600769
fedavg_alpha1.0_c10_seed42,fedavg,5,1.0,10,42,0.8390815855055778,0.7660647401761335,0.5873254631913933,5.583805799484253
fedavg_alpha1.0_c10_seed42,fedavg,6,1.0,10,42,0.8941594885069527,0.8113880008234606,0.5946091779604997,5.243206024169922
fedavg_alpha1.0_c10_seed42,fedavg,7,1.0,10,42,0.8952099340372774,0.8159735228062731,0.5937213002069509,4.793420791625977
fedavg_alpha1.0_c10_seed42,fedavg,8,1.0,10,42,0.8640688721152191,0.7681198152189439,0.5933752444236335,6.0937159061431885
fedavg_alpha1.0_c10_seed42,fedavg,9,1.0,10,42,0.9091209134271301,0.8433915701206214,0.5945007127772551,6.342350959777832
fedavg_alpha1.0_c10_seed42,fedavg,10,1.0,10,42,0.9007386138157664,0.8212275781867291,0.5950862391063008,6.3701770305633545
fedavg_alpha1.0_c10_seed42,fedavg,11,1.0,10,42,0.8954369628769824,0.8152259628592654,0.5939552772067348,7.117817163467407
fedavg_alpha1.0_c10_seed42,fedavg,12,1.0,10,42,0.9043755694420372,0.8085042893329464,0.5947056129520665,7.152184247970581
fedavg_alpha1.0_c10_seed42,fedavg,13,1.0,10,42,0.917472988554859,0.8361034913707523,0.5956154655730889,8.503018140792847
fedavg_alpha1.0_c10_seed42,fedavg,14,1.0,10,42,0.8820529968967492,0.8143910772171743,0.5938149337344687,7.225767135620117
fedavg_alpha1.0_c10_seed42,fedavg,15,1.0,10,42,0.9160993555081877,0.8366113943478343,0.5952657764282367,6.712189197540283
fedavg_alpha1.0_c10_seed42,fedavg,16,1.0,10,42,0.9042129793360975,0.789932315058974,0.596093047835504,6.396560192108154
fedavg_alpha1.0_c10_seed42,fedavg,17,1.0,10,42,0.900284595024101,0.8164948717625808,0.5945030802135454,10.416221857070923
fedavg_alpha1.0_c10_seed42,fedavg,18,1.0,10,42,0.9261562457333984,0.8463777650251341,0.5956867122559478,7.981858015060425
fedavg_alpha1.0_c10_seed42,fedavg,19,1.0,10,42,0.8928002047254457,0.7892636575039966,0.5936854148067253,9.123490810394287
fedavg_alpha1.0_c10_seed42,fedavg,20,1.0,10,42,0.8976297988079367,0.8135011543563792,0.5946673634165621,8.183305978775024
fedavg_alpha1.0_c10_seed42,fedavg,21,1.0,10,42,0.9256212008660494,0.8275117866837748,0.5973370245036891,9.009352207183838
fedavg_alpha1.0_c10_seed42,fedavg,22,1.0,10,42,0.9256604511460541,0.864476034087164,0.5960012122476722,6.32343602180481
fedavg_alpha1.0_c10_seed42,fedavg,23,1.0,10,42,0.9279504291090707,0.8512685444764564,0.5965563311790486,6.6535468101501465
fedavg_alpha1.0_c10_seed42,fedavg,24,1.0,10,42,0.9045163439251762,0.8202865920407524,0.597541587923454,6.9873340129852295
fedavg_alpha1.0_c10_seed42,fedavg,25,1.0,10,42,0.8750992868853829,0.8157716200493127,0.5967010447637622,7.528558015823364
fedavg_alpha1.0_c10_seed42,fedavg,26,1.0,10,42,0.9085924524647553,0.8075332292343689,0.5952374548081654,9.625879049301147
fedavg_alpha1.0_c10_seed42,fedavg,27,1.0,10,42,0.8830860375049303,0.7888135419053461,0.5944698289782797,8.158472061157227
fedavg_alpha1.0_c10_seed42,fedavg,28,1.0,10,42,0.9125712117197929,0.8440067976540453,0.5969482896682279,8.518243074417114
fedavg_alpha1.0_c10_seed42,fedavg,29,1.0,10,42,0.8930387058962304,0.8106564691205275,0.5950913761550407,8.408661127090454
fedavg_alpha1.0_c10_seed42,fedavg,30,1.0,10,42,0.8978720392295636,0.8223571584192889,0.5956167334737814,6.434287071228027
fedavg_alpha1.0_c10_seed42,fedavg,31,1.0,10,42,0.8892993320505289,0.813101670179784,0.596997185905922,10.027915954589844
fedavg_alpha1.0_c10_seed42,fedavg,32,1.0,10,42,0.9156002579181655,0.837601589791222,0.5961133367557752,7.699136972427368
fedavg_alpha1.0_c10_seed42,fedavg,33,1.0,10,42,0.8788698867415651,0.7890371311819346,0.5933103805374296,7.468005895614624
fedavg_alpha1.0_c10_seed42,fedavg,34,1.0,10,42,0.9145517261024093,0.8586736487813788,0.5967805807530139,8.937630414962769
fedavg_alpha1.0_c10_seed42,fedavg,35,1.0,10,42,0.8930023824212752,0.8029284205412877,0.595791768487423,7.241863012313843
fedavg_alpha1.0_c10_seed42,fedavg,36,1.0,10,42,0.9161941773125775,0.8407893084075463,0.5971116566772998,8.919415950775146
fedavg_alpha1.0_c10_seed42,fedavg,37,1.0,10,42,0.9055096997910776,0.8660461584844612,0.5976708508450486,5.375023126602173
fedavg_alpha1.0_c10_seed42,fedavg,38,1.0,10,42,0.9014226718764636,0.805013762134245,0.5945131281742639,7.469586133956909
fedavg_alpha1.0_c10_seed42,fedavg,39,1.0,10,42,0.887777188895589,0.8153704852979405,0.5961710982370808,7.754283905029297
fedavg_alpha1.0_c10_seed42,fedavg,40,1.0,10,42,0.9242285366215846,0.8450366718224289,0.5964621714365933,6.922838926315308
fedavg_alpha1.0_c10_seed42,fedavg,41,1.0,10,42,0.9142661121390393,0.8583376113376218,0.5966507777797616,7.168592929840088
fedavg_alpha1.0_c10_seed42,fedavg,42,1.0,10,42,0.9160421072567745,0.8383648691079287,0.5954890137147755,8.697792053222656
fedavg_alpha1.0_c10_seed42,fedavg,43,1.0,10,42,0.9017472700222995,0.8308067083436983,0.5977709540354732,7.785820007324219
fedavg_alpha1.0_c10_seed42,fedavg,44,1.0,10,42,0.8765079065347572,0.7922030951273558,0.5963333431571167,7.834607124328613
fedavg_alpha1.0_c10_seed42,fedavg,45,1.0,10,42,0.8964846718887862,0.8141769025446705,0.5957485297152669,7.741795063018799
fedavg_alpha1.0_c10_seed42,fedavg,46,1.0,10,42,0.9085112075729572,0.8300627283186767,0.5967179051216739,8.07940411567688
fedavg_alpha1.0_c10_seed42,fedavg,47,1.0,10,42,0.8816584287154606,0.80327272255559,0.5944152809431156,7.995048999786377
fedavg_alpha1.0_c10_seed42,fedavg,48,1.0,10,42,0.9126571501078544,0.8435825418358535,0.5956561354579982,8.251910924911499
fedavg_alpha1.0_c10_seed42,fedavg,49,1.0,10,42,0.9108999939369052,0.8292596292812849,0.595453261562917,7.9568798542022705
fedavg_alpha1.0_c10_seed42,fedavg,50,1.0,10,42,0.9068688967783537,0.8334344446133155,0.5959113697580213,7.33373498916626
